RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02
30908,Claremont,California,1190,498500,504700,518400,539100,548900,555e3,516500,500800,496500,509600,499100,508e3,501900,521800,523900,524600,493500,457400,453500,448400,447e3,464100,450100,470300,447300,469800,435500,436300,441400,450500,465300,442100,454900,457900,459500,450800,454400,470600,458500,442400,432500,422700,413500,416100,446500,451600,445300,437800,418e3,416400,415400,439300,452800,437700,431300,417e3,452300,456400,447700,449400,449e3,463600,461100,475500,509800,529300,550300,544200,536700,541e3,542100,541100,541800,554100,583400,584400,571900,550700,546300,559400,569e3,582200,587500,565100,566300,575400,595400,601700,595800,596400,589200,569400,572800,575e3,599100,605200,603e3,592500,584700,591300,600400,619800,617300,608100,590800,572700,574e3,581500,602400,592100,589e3,579700,592e3,593700,605600,62e4,649e3,654600,654700,612800,625700,637400,646100,632700,629200,649700,684700,676200,698200,668100,679900,685200
16989,Bentonville,Arkansas,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143600,171100,190900,185200,167100,176800,195700,201300,186e3,184200,179e3,180900,167e3,166200,165400,183700,181300,178600,172500,182800,173100,164300,151e3,168600,184300,194800,195900,185600,179800,183600,187800,187300,189400,199300,208e3,198100,185e3,180100,192900,202e3,206e3,199300,189700,184200,176100,18e4,189800,202300,209100,209300,204400,201300,210200,216900,22e4,216100,219900,220900,215200,211900,216100,216900,215300,212500,215100,215900,231e3,232600,235200,214400,219800,218400,221900,217500,218900,223800,237700,251200,263800,269500,260200,
30187,Altadena,California,1192,546300,566300,551500,551e3,513400,504600,514800,496400,471900,430800,403500,416700,384400,386600,377700,424700,441700,453200,439700,466800,494400,537300,497500,445100,396300,421100,477100,520800,534500,517e3,538500,545800,539700,499400,462100,460400,442300,485200,479100,479e3,438800,412400,401e3,405e3,429e3,465300,448100,454200,441500,453100,462400,430500,436800,402800,438700,489700,521800,530100,489400,488e3,486500,533500,538900,582e3,568e3,599500,606e3,603600,585e3,558400,527500,552800,544900,576900,578600,595900,591600,581500,581600,624700,627700,623300,608e3,601900,630600,627500,649100,635600,670200,666300,665700,659300,677900,704600,725100,724300,733700,716300,724300,686100,693100,684600,717500,704500,740800,762e3,780700,771200,762500,782700,768400,785300,767e3,787200,791e3,800900,791100,877300,881100,884900,796300,786600,796100,780900,803700,797e3,850400,874400,893500,847400,812300,814800
15135,East Meadow,New York,1193,426600,396700,391600,406700,420400,426700,427100,413800,409600,382900,404200,399500,391800,376800,377400,407500,406200,400500,378400,375e3,371800,373500,373700,38e4,375100,371400,373400,391800,391e3,382700,378900,387400,388600,371500,371200,355700,350200,336100,350100,366200,366600,364800,356400,352700,353600,345100,353500,358e3,369900,357500,341900,344200,362500,378900,386300,371200,368800,343800,347900,342300,351500,360300,370800,376800,378500,383800,387800,388e3,389200,383400,400300,402500,408100,382e3,360600,351300,362e3,370600,382200,386300,396200,401100,402600,404600,414800,420300,418500,414200,406200,419900,418300,427300,417500,424600,431900,441300,435600,428900,43e4,445800,441600,435100,433300,422900,427400,423500,437200,433300,437800,447800,458400,457900,467200,464100,463400,452100,455e3,461e3,472500,468800,464100,455900,462900,477600,485400,491600,479900,486900,499100,505500,519400,
30450,Beverly,Massachusetts,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324100,314700,291300,302300,306400,337300,339900,335900,342400,344400,350400,354700,362800,355500,35e4,334e3,342600,341300,327900,326500,325500,337100,342100,350100,370200,373100,399200,394700,390500,373700,369300,352700,345400,358900,382600,385500,379500,390700,401800,406700,418e3,411300,423400,413300,427300,425100,42e4,412500,407800,417200,410600,427e3,416500,399700,393300,394e3,423200,411700,418900,424100,433300,443900,442800,429300,404300,
11491,Fort Lee,New Jersey,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e5,467200,444500,407400,395300,444400,479800,507300,482300,454200,431100,403e3,428700,405500,410400,413100,442e3,437e3,424200,419500,435900,436200,474200,507400,514900,513e3,492900,471900,481900,486400,532300,481500,459800,
54606,Sulphur,Louisiana,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113800,122600,134900,130900,121e3,126400,128100,143700,143900,132600,128300,119800,129500,128500,137700,143500,148300,147800,145200,137300,141200,147300,160100,164100,163800,173400,177500,176100,166100,164400,174300,170600,173700,166900,171900,169100,162500,158500,153200,159500,159e3,162100,164400,164300,161100,157e3,153500,155500,163700,188300,195500,183500,166800,165200,168300,170100,166500,162700,156700,151600,168200,
24505,East Point,Georgia,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47800,47800,49500,47800,48100,45600,46500,48200,50500,53100,53800,53900,54100,55300,57400,60500,62100,61200,57e3,56400,54400,54300,56300,70300,71900,73100,63900,67100,68500,68e3,72600,72e3,81600,86e3,87100,79200,70100,68e3,66400,67700,73900,84e3,77400,75900,70800,80100,83300,86700,97700,107200,106600,106100,97300,105100,109e3,126200,131500,142900,147300,151600,137400,121300,113800,118700,125700,128100,131600,131800,
54414,Shrewsbury,Massachusetts,1198,370700,347700,346500,314400,308900,297600,289400,307500,306e3,296900,278500,264500,274700,283900,301e3,317e3,306e3,286700,288500,292100,303100,301800,345600,350100,346900,321e3,325200,333900,313800,325600,325800,348800,354500,358300,371100,346100,302700,279400,269400,288100,305100,331600,339500,305400,281200,296600,323400,315400,295500,283900,293200,291900,283800,273200,292e3,285900,312800,316200,308600,276e3,238e3,246100,244900,267400,271900,29e4,279100,281300,274500,263800,274400,305400,340900,328700,317300,314100,332300,336900,328500,323400,325100,320200,341300,34e4,334700,308e3,299400,310800,313700,318800,350100,359600,377e3,341800,331200,299900,328800,336500,368700,343200,342400,327900,343100,349100,350900,358200,356100,358500,349e3,361900,367200,368e3,359400,350400,354700,352500,36e4,372700,381600,374800,356900,355700,373900,372600,373300,369e3,400700,415500,426400,401500,38e4,
12985,Niles,Michigan,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76400,78200,78200,81400,86800,87e3,83200,87800,98100,105e3,108400,104400,115100,107600,106400,93300,87500,83e3,81300,94800,101600,108400,109e3,107100,103300,
26329,Oro Valley,Arizona,1200,292500,292300,291600,278300,282300,279600,261100,255100,254500,266100,272800,281700,278600,253700,238500,244400,260900,264100,254800,250600,253400,257700,249200,246500,251e3,255800,255600,250700,253e3,256500,253600,249400,233900,242100,235100,246e3,233700,234300,226700,221900,220300,213900,213500,210100,224900,225700,227200,211800,213800,215800,221e3,218700,225500,225800,233e3,235700,235500,231200,229200,229800,233400,229400,231100,233700,232800,245500,246100,254700,250600,248700,250200,251700,249300,246600,240800,242800,243500,245700,251700,245200,238700,232100,230400,238100,242200,244800,244700,257200,263500,257600,236700,240900,240200,249900,249100,25e4,254200,252900,262600,257900,26e4,259300,257700,253600,255400,260800,26e4,258500,257700,264e3,263400,266800,262e3,259400,266e3,269500,280900,281700,282300,287800,286600,298800,304e3,308100,300200,290900,287100,294200,287700,284400,279600,
46218,Lemoore,California,1201,,,,,,,,,,,,,,,,,,,185500,182700,179400,181500,168300,167500,153500,159800,165400,177200,182300,192900,191200,187300,178400,185300,183700,171700,149700,147700,156700,156100,144900,134800,148100,150400,141900,138400,146900,158e3,152700,151900,153200,166e3,168400,162900,156100,157300,155700,159500,158500,161100,144100,150600,158900,170300,168600,177400,179400,183200,179900,185200,177100,184800,179200,182900,166900,177600,179500,179600,178600,175e3,176600,173600,182200,188700,189300,184600,186e3,180500,182300,190800,200100,202e3,194900,196200,201500,207700,210800,208600,211200,212e3,216e3,212900,211800,219900,226400,225400,221400,218700,225500,231500,232500,236200,235100,232900,228e3,225e3,228100,228600,232e3,224200,231500,228300,240800,240900,242200,241400,243100,251900,249100,244300,235700,
44500,Cedar Falls,Iowa,1202,,,,,,,,,,,,,,148300,140500,145400,134400,135700,134800,143400,144600,145200,134400,134500,126600,134100,137700,138200,131700,118500,119300,122600,137700,157900,164500,176100,161600,153800,148e3,152900,168900,170400,165e3,160600,154400,155400,152300,152700,158900,167100,165500,164400,152900,149600,149e3,154600,162800,165500,160600,161200,158100,163100,163e3,162300,160400,162100,167800,172500,166900,158200,161e3,168200,174e3,167300,160300,163800,168800,17e4,165700,169700,177900,190700,194700,177300,181800,183e3,201200,185900,178800,172500,178600,176900,179400,174600,185e3,178200,176900,168400,171900,174e3,177200,182900,177700,165900,165800,171e3,171200,164200,158100,163600,169200,176400,179100,178300,177600,183400,181200,179700,172400,179800,185800,195900,196700,201800,204600,189300,180100,169600,188100,191500,195300,
41298,Tucker,Georgia,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122e3,116600,114300,103600,98200,98300,91300,96200,100400,106800,111600,105300,108200,111100,108300,116900,120200,138600,145600,144300,143400,137900,139500,141100,137600,141700,139e3,143500,138900,139600,14e4,144400,147600,150600,152600,158300,162300,163200,162500,166100,169100,172100,165500,160100,166200,172300,171200,166200,167200,175400,179200,172300,172700,172400,183800,184600,185100,187100,186200,180100,178100,183900,193300,190300,192100,195500,202300,205100,204200,194300,191300,186900,198600,196100,199600,206700,207600,222600,226900,228800,219e3,218e3,224e3,218800,213700,211100,212500,213800,209800,
15007,Buffalo Grove,Illinois,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242300,231700,231900,235800,237700,227100,223800,237e3,239100,254700,257800,262100,261900,264500,259900,254100,260400,272300,260800,232100,234300,237400,249600,239600,230200,228700,223600,254700,266800,272900,265e3,255e3,257600,240900,234400,233400,248600,233300,240600,225400,243300,237200,247700,252e3,252500,248200,253600,251400,253300,261300,266700,269800,248500,264700,254500,274200,260400,274200,270800,274100,276200,284800,283200,287900,290200
55315,Copperas Cove,Texas,1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101600,104500,104500,103100,92300,89100,99400,113400,117300,129900,119900,120300,106200,113400,115600,99600,94300,92900,108300,113700,112600,109600,110900,119e3,126200,120900,117e3,113900,127300,131200,122300,118e3,129e3,140200,136e3,125900,125600,127600,120400,115600,124500,129500,
16040,Sykesville,Maryland,1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305600,295700,303400,315900,308900,299500,270800,261800,267100,281700,308300,302900,309500,301500,328800,346900,344900,334600,328800,350100,342600,355800,343900,352400,342400,351300,338600,327e3,329500,336800,341100,327500,312400,312100,315800,329500,329e3,323900,321900,315200,318500,322600,329100,340900,345600,344600,344400,336700,337800,339500,349400,353600,355100,346900,346300,343e3,345400,343200,337200,338800,341700,354600,352e3,357400,352500,348700,344100,336400,358500,361500,377200,367200,353700,353200,361e3,389800,380100,359900,345200,349800,377400,374900,373400,
15924,Wildwood,Missouri,1207,353200,364700,367100,325300,319e3,324900,325700,324500,315900,322700,372700,388200,367800,307300,270500,287100,291400,312100,326800,328200,312400,297e3,296200,326400,34e4,336200,295e3,284800,290900,325100,328200,351600,349100,344500,331700,321300,339100,324500,319100,301600,309300,313100,318e3,311100,324800,300400,31e4,307300,325e3,315200,287200,287500,281600,308300,304800,301800,297100,301600,310700,311400,326300,327500,317600,302500,321800,334400,335100,317700,313700,324800,331500,330600,322100,320100,312800,331500,330200,347800,337200,344700,340200,330300,350400,341300,347400,352e3,366e3,369800,339e3,331300,327700,337100,340900,348600,388400,397900,408900,364800,353e3,340900,349400,341100,343300,326400,332e3,325600,329100,321100,315900,321900,343700,353800,344500,331400,343800,362200,365700,366200,364600,364800,361100,365800,373600,360700,346700,347400,355500,359800,357600,346600,372200,384800
51954,Ewing,New Jersey,1208,235500,241200,23e4,223300,220800,221900,204300,202800,200200,214100,210900,210700,213400,22e4,215200,197700,191e3,195200,203e3,212e3,220900,225e3,193800,193500,184700,207800,202500,204700,210700,189900,194100,178500,196900,190900,180900,176100,153500,174100,164700,174e3,157e3,158400,156500,152400,152800,161800,169600,180700,167700,165700,149300,151900,146900,151500,159400,163700,153e3,145400,144e3,169e3,172300,174400,152200,153900,155600,166e3,172300,171600,173200,172700,176800,176600,165100,160200,163100,175100,177900,174e3,168400,164500,164600,161e3,143900,144600,156700,184e3,175700,164500,155e3,158900,160600,165200,164e3,152200,153700,16e4,171400,168900,171100,164600,164200,162900,167600,164400,158500,164800,154600,151600,150300,159800,166500,167200,169400,158100,156900,168800,187100,184400,17e4,163200,167600,177800,172200,169500,162e3,166800,165400,170100,172300,179300,171800,
25482,Lake Worth,Florida,1209,,,,,,,,,,,,,,,,,,,,,,,,,76800,80300,81600,75400,66200,61e3,65900,72900,79200,68800,61100,51600,54900,55100,55500,56100,55100,56100,58500,63700,61300,62700,63500,7e4,71700,66400,65700,66500,70400,73e3,64400,67900,66e3,74500,74700,77300,78400,78100,82e3,84e3,89100,85500,88300,85700,91300,102300,108500,113200,110400,104800,100800,98800,106600,115600,120500,117800,110700,104100,106200,107200,111800,122900,129300,134400,119300,126400,133600,153100,143100,126200,122700,124900,136100,133500,148900,151700,151400,140900,138900,145e3,159500,167400,165100,163500,166200,173200,159500,160200,160800,167100,159500,180800,187200,193100,168300,172500,167400,182500,186500,190600,169300,173300,168900,191300,193200,205100,198500,
28057,Yorktown,New York,1210,,,,,,,,,,,,,,,,,,369100,376100,391300,431700,424800,404800,380400,389800,385800,410600,392200,403500,390800,409300,412200,411200,416800,400200,397300,379600,382800,379500,391300,394400,397200,383e3,388800,384100,385400,371500,355900,359200,358300,364600,335900,342300,359700,396100,416900,420500,415400,4e5,402e3,403900,401500,402300,383e3,385300,377e3,392900,390800,389700,389500,373800,370500,373300,387200,383100,387400,391800,403400,413700,418100,403100,390600,388e3,390700,386700,411300,419900,403100,370800,370100,385700,435700,433200,434700,387200,410200,421100,429200,411200,400100,397700,401600,412200,41e4,417100,405200,411e3,406800,416100,416600,453600,453100,466e3,456500,453500,435500,403800,407300,406100,378800,394400,413100,445500,429300,431100,433300,444400,449300,454500,441300,451600,434700
53267,Menomonee Falls,Wisconsin,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193900,201800,217800,211900,209600,206900,211e3,210100,217600,220600,213700,197e3,198400,203300,216800,218600,221700,222500,221100,220100,221e3,224700,211800,207600,202900,213800,218700,221200,221100,222900,226100,229e3,220400,210300,210200,220600,217600,224600,219600,225600,219600,212700,217700,225100,236800,238e3,235800,228900,236800,232700,234800,239900,246600,255e3,244300,236700,229700,234700,249e3,263200,256800,268400,264900,283600,275e3,275400,272100,265500,265200,267300,260600,298700,
23146,Clifton Park,New York,1212,256800,237600,233200,228800,243500,241700,252900,249800,249400,242500,228e3,232200,25e4,257600,264800,249200,260600,246900,253300,240400,248e3,245500,247500,260400,267300,268200,255500,246400,254600,249900,253200,248800,238300,231500,213600,233400,238200,253900,249500,253900,260100,254700,255900,271700,278900,272900,263600,252500,252e3,240600,246500,255500,259e3,251900,245900,252e3,278600,277600,268300,248100,246700,247e3,250700,246100,255700,258700,265700,258e3,259e3,267700,292400,286400,283e3,256700,256400,252e3,252800,256800,256700,258600,254900,253900,251600,259500,260600,266600,259300,263e3,259600,262900,261900,261200,263100,265700,256900,254900,255100,264600,266200,258400,254800,247e3,253500,260900,268500,263500,263400,267600,269500,269700,274e3,285900,292100,286500,281e3,275500,277500,264600,267200,266800,282700,288e3,296800,299700,302100,292800,295500,301600,318700,302e3,289500,
47746,Sonoma,California,1213,471e3,523400,605600,592500,563300,505500,467900,423500,352300,357600,343200,351700,353200,352900,363500,350700,387700,389100,393500,363e3,356800,371700,383100,435700,434400,452100,422500,436500,419600,422700,428e3,476800,446200,419800,368200,389700,37e4,397700,407200,404100,361200,352800,393700,402900,392600,357200,362400,394400,417e3,419300,400700,405200,406e3,408200,414600,413800,404600,390300,374100,397900,401300,465500,478100,513100,505200,482400,486e3,499200,505800,490800,481100,506500,517400,574300,568900,571100,534700,538e3,547300,514100,523800,524100,525100,525500,535800,569100,601100,603500,610500,591400,601600,598900,616300,626400,645900,654100,648200,661100,668500,680800,685500,690900,696800,690100,647400,667900,677100,720500,726900,709400,691e3,672100,672400,684700,669500,687100,681800,737600,790800,838600,796500,850500,844700,874800,787200,794100,898e3,878100,812200,665100,680600,
33840,San Juan Capistrano,California,1214,529e3,516800,431200,379400,315800,342900,357500,357400,330800,320300,297300,315200,317600,334100,311800,332e3,327300,401500,441900,441300,367400,315300,314800,336600,359700,386e3,426500,384500,356800,331e3,387500,420900,428600,401700,377e3,374900,379200,422500,427400,455600,430400,419900,398300,414e3,373400,382400,386700,472800,446600,406800,393500,432300,480100,474e3,510900,495400,510500,472700,504400,518800,551e3,573900,579900,584700,562300,574200,604300,626100,632e3,620500,652900,696800,689500,655700,607900,611600,596100,574100,542700,576500,620900,657e3,633100,646600,648300,663e3,681200,676300,702100,669600,727200,678300,674100,656400,689300,685700,652400,651800,663600,697800,716900,753400,732200,762200,738900,747100,682200,661800,689700,753500,773600,758800,757500,765600,750500,712100,700500,678e3,730400,804500,908300,976700,924500,843e3,746e3,766200,834200,864500,836600,758300,630300,619900
396716,Plymouth,Michigan,1215,212200,190100,180300,173600,180300,188700,194200,178800,176400,173100,183500,172600,162300,147200,149800,163400,170700,191200,183600,175900,165500,171800,190300,179400,176100,172200,171e3,161300,146e3,145700,168100,171e3,181700,162500,171800,166e3,173400,164900,162300,159700,173500,164400,170700,169600,192300,175400,182800,172600,190900,180200,176900,177e3,177200,179500,185300,173300,182300,210300,231e3,236e3,213300,211700,214900,211600,22e4,230500,237e3,243800,244600,242300,237500,217800,224700,229700,248400,256500,273200,254100,265e3,236900,249600,229900,238200,247800,242900,241300,240200,245600,244100,240100,239800,24e4,245600,249500,253100,254e3,250100,265700,244900,233600,221800,239700,26e4,266800,287100,278100,276400,251400,258700,258200,270700,270600,280100,284e3,283900,288e3,284500,303700,313300,315800,303200,287300,274100,267700,286900,304200,303900,270800,274600,300800,317300,
6746,Richfield,Minnesota,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154200,161100,167e3,175e3,174800,177100,176300,178500,185300,187300,186900,179300,179700,181100,183300,194500,194800,193800,180200,182100,185600,191600,192600,198200,202200,208e3,205300,208200,205300,207200,207700,209700,217700,216700,221e3,212100,212800,209400,213200,211700,218300,219500,225e3,226e3,23e4,230100,229500,228600,230700,230100,229800,228e3,231600,235600,239300,242100,249400,250700,244300,237600,240300,240300,240600,239e3,246600,254800,256500,253600,254900
54443,Smithtown,New York,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441e3,436e3,423800,428500,432500,414700,387e3,363400,385100,401e3,427600,417600,409500,384900,396400,380600,412600,389200,396400,380600,397600,397200,404200,406500,421300,424600,425500,426300,416500,429900,423700,442700,436200,438100,412800,405700,398100,413400,439400,453300,446100,437700,438600,431200,424100,412e3,414800,414400,420300,412100,408400,405100,421100,414800,414300,420700,422700,430500,429e3,434500,425300,428100,424700,428600,425800,431200,436900,441900,454e3,469200,491900,495300,490700,461100,455100,443200,459200,449100,452e3,428500,451600,46e4,498900,487300,499800,482300,487500,49e4,496100,478e3,470500,,
8201,Avon,Indiana,1218,166500,160200,154200,143400,146500,146300,152300,156900,156800,163100,144100,147800,141500,153700,152400,155e3,153500,151500,143100,148800,138100,146600,160100,181400,183900,168600,159500,153400,151700,150100,150400,151e3,150300,151100,156800,167100,175600,167500,155700,143200,149300,154e3,152300,148100,147e3,149100,151100,180300,179300,175400,148e3,151200,156300,150900,139800,136900,143900,157e3,155200,173800,169300,174500,155600,159100,157400,160600,168100,169800,171900,172e3,173700,166500,157200,156200,156700,156700,149700,154200,155600,165e3,164900,167700,176800,184200,187300,173200,173500,169600,177e3,171e3,175500,173400,174700,175200,172600,173400,170500,175100,174100,18e4,181500,179100,172300,172600,172200,175600,175500,198300,204200,206100,188300,187e3,190800,194e3,196e3,211900,203e3,199300,19e4,205700,214100,210200,207900,205600,200700,202200,201500,216300,218300,220800,207400,
57132,Wildomar,California,1219,322600,322600,303700,298400,285600,271300,263100,263600,258500,249600,228200,231e3,227e3,225400,215500,205200,214600,216400,222600,210600,203800,201800,208400,219400,229600,227200,222700,222e3,228e3,238e3,230500,232200,223400,222700,213900,225500,227500,228700,216600,214600,217800,212300,212800,214e3,219100,221100,210300,203800,200500,211300,219900,224100,227500,237e3,237400,240700,242800,242900,237700,238200,250900,262500,268400,273300,278300,284300,293e3,298700,298300,299500,302300,303e3,299100,301700,306800,309e3,309500,309800,315300,312400,318200,318500,323100,321900,321400,324300,329800,330600,334600,334500,337100,339900,34e4,343800,340600,349600,352500,362300,357600,358400,352700,353700,356800,365800,372700,371900,358700,365600,372600,382600,377400,379600,385900,389800,382500,378900,377900,383e3,392300,400300,413800,416100,414400,412e3,412400,414300,411300,414600,417200,423300,415e3,412300
26256,Oakville,Missouri,1220,210600,214400,203700,21e4,211400,215300,204300,192200,204600,207100,213800,215200,225400,227100,200900,197200,184800,192100,184500,191300,183500,183700,187300,185500,191700,184300,190400,185100,188500,184500,182200,178700,180100,181e3,179600,185700,181400,189300,179700,175800,165300,168300,177200,190800,187100,171400,155300,154900,168300,175e3,174900,181500,175300,179300,172700,181600,185700,185e3,180600,19e4,189700,194200,184e3,184900,183800,192200,204300,203300,192300,203400,204500,209700,190300,191800,194e3,195e3,198100,194600,192700,192600,195200,197300,200800,202100,205300,197100,195200,194900,201e3,207600,206500,218900,221100,221800,208900,198900,203500,202600,210900,206200,207800,205300,209100,212900,202500,202e3,205200,221500,220500,223e3,216700,225e3,220100,222700,222300,223300,226200,229400,228300,232400,228200,234100,232800,233300,234100,239900,240600,235e3,229600,225100,209e3,214200
49e3,East Stroudsburg,Pennsylvania,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105300,103200,108300,102500,100500,99e3,105700,96400,93400,104100,116900,120800,105300,98900,95e3,97700,103400,100900,104300,102400,107100,104500,84400,81e3,87500,99600,102e3,101900,96800,98400,98500,100900,92700,80500,75500,74800,84900,94500,98500,89500,83e3,83e3,85600,90600,92800,103400,101200,108100,103100,102e3,92800,94600,103700,104900,106e3,99500,104500,100500,110100,11e4,108700,106800,112500,121600,122600,124600,117800,119800,124e3,123500,135800,134200,144e3,143900,149300,149900,148500,150200,157e3,142500,132500,
53780,Pahrump,Nevada,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157700,157500,153600,152600,151800,148800,148400,149200,149700,151200,153400,158200,162800,165700,169900,173600,169e3,166600,162900,172900,173500,179600,174600,17e4,166500,17e4,181e3,19e4,191500,188300,174300,191400,206500,235300,222e3,214900,203700,205800,203300,212800,225100,235100
41001,Spanish Fork,Utah,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194800,195100,196600,208900,203700,207800,197100,212600,213e3,216600,210200,203600,201800,194700,198700,195600,200100,199400,199500,200100,203600,198300,196900,203e3,215200,220500,219900,221400,229900,230600,231800,223600,230100,233800,224100,221e3,217900,234e3,231900,235400,238100,238700,240900,242600,244100,246300,244700,249300,249900,257700,262500,268300,263700,265300,267600,274700,270400,266200,265700,279400,290900,294100,287400,289200,290700,290900,291100,300400,307200,317500,
25108,Hickory,North Carolina,1224,191100,143600,156200,144500,134200,137800,150800,157e3,144100,127300,120300,136600,143800,141400,126400,122600,126700,137e3,132500,137e3,122800,122300,125400,131200,135100,129600,127300,127e3,128e3,130300,138500,139600,131500,118400,116200,130500,131500,130600,123200,122300,129e3,144300,145300,143500,134100,134700,145700,154700,162300,157200,149500,140100,130200,129400,128700,136500,131500,135700,131100,137300,139800,138500,131800,127200,126e3,128100,126200,126100,126700,128200,133900,133600,146e3,142e3,145200,147300,148200,145100,134100,134100,137400,136800,133400,133300,132700,130100,141800,141100,152100,140100,147800,144800,144700,142100,145300,147600,147700,148200,140600,143100,140500,152700,148200,148100,144600,149e3,147e3,145300,144500,147700,152300,156900,156400,146800,147700,152300,153100,138e3,141100,157700,169300,164200,161e3,159800,163400,154200,161e3,152300,155600,154900,166700,
55100,West Chicago,Illinois,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135900,160700,149100,161900,139500,155500,146800,131900,129600,128900,133800,139400,148400,155900,153500,153900,141900,146500,155400,188700,182400,193400,176500,178200,162600,158700,160100,156700,160700,165400,170900,183500,204e3,230100,231400,205e3,184400,170200,189200,193600,203100,192e3,193900,183800,175300,163300,168900,178400,182700,200200,201900,208400,194700,202800,197500,198400,214100,211100,212900,201400,212800,224700,211300,215800,214200,214100,205100,196700,205600,212700,217800,232e3,239300,241300,243200,224600,222300,207800,230700,252e3,252600,253400,246100,251e3,241900,223e3,239100,259800
26965,Santa Paula,California,1226,331200,340200,328800,3e5,263800,272300,262700,244400,225300,231300,233200,218500,204200,188700,199900,222400,239500,230300,216100,246e3,252e3,273500,254700,265500,255700,287100,282800,282300,242e3,250600,255800,256600,239800,235300,241500,218e3,209400,181200,206700,209200,207100,214700,237600,247800,231400,217400,226600,227900,218800,247800,256600,257700,229e3,252800,260300,262800,257300,245800,257900,257800,283e3,306500,324e3,332200,328300,330300,333300,329300,333100,338900,364100,360400,359200,378900,368800,360100,331500,329300,361100,335500,341300,322800,330300,324600,323700,327600,323500,343100,342100,395e3,380800,414400,375500,395100,391400,420700,420200,402600,406200,404400,410900,390600,394100,417500,420100,397400,378700,354300,382900,394600,425e3,423300,422200,426100,422100,415800,429200,438500,447600,441500,409800,436600,431400,452800,434400,441300,,,,,,
